precision,recall,f1-score,support,metric_type,accuracy,0,1
0.9054680259499537,0.8074380165289257,0.8536478811708169,1210.0,classification_report,,,
0.45047169811320753,0.6518771331058021,0.5327754532775453,293.0,classification_report,,,
0.7771124417831005,0.7771124417831005,0.7771124417831005,0.7771124417831005,classification_report,,,
0.6779698620315806,0.7296575748173639,0.693211667224181,1503.0,classification_report,,,
0.8167694736837084,0.7771124417831005,0.791095904209587,1503.0,classification_report,,,
,,,,accuracy,0.7771124417831005,,
,,,,confusion_matrix,,977.0,233.0
,,,,confusion_matrix,,102.0,191.0
